ID_Inscricao,municipio,Q006_Renda,Score_Renda,Q002_Escolaridade_Mae,Score_Escolaridade,Q025_Tem_Internet,Score_Internet,NU_NOTA_GERAL,ISE,TP_ESCOLA,latitude,longitude
8937304809,Fortaleza,A,0,B,1,Sim,1,391,2,Pública,-3.7319,-38.5267
6164614669,Rio de Janeiro,Q,5,F,3,Sim,1,796,9,Pública,-22.9068,-43.1729
1535642809,Belo Horizonte,A,0,A,0,Não,0,523,0,Pública,-19.9167,-43.9345
7842073314,Belo Horizonte,B,1,B,1,Sim,1,491,3,Pública,-19.9167,-43.9345
1399391763,Manaus,B,1,B,1,Não,0,389,2,Pública,-3.119,-60.0217
8401967106,São Paulo,D,3,D,2,Sim,1,620,6,Pública,-23.5505,-46.6333
7869237405,Belo Horizonte,D,3,F,3,Sim,1,554,7,Privada,-19.9167,-43.9345
9920897389,Rio de Janeiro,D,3,F,3,Sim,1,646,7,Pública,-22.9068,-43.1729
6890212670,Belo Horizonte,D,3,D,2,Sim,1,544,6,Pública,-19.9167,-43.9345
5007691259,Belo Horizonte,B,1,A,0,Sim,1,389,2,Pública,-19.9167,-43.9345
7819417487,Belo Horizonte,C,2,D,2,Sim,1,566,5,Pública,-19.9167,-43.9345
4007559274,Manaus,A,0,B,1,Não,0,471,1,Pública,-3.119,-60.0217
9043315186,Manaus,C,2,F,3,Sim,1,468,6,Pública,-3.119,-60.0217
2869085588,Manaus,E,4,G,4,Sim,1,636,9,Pública,-3.119,-60.0217
4350989591,Rio de Janeiro,A,0,A,0,Sim,1,230,1,Privada,-22.9068,-43.1729
4227131422,São Paulo,A,0,B,1,Não,0,455,1,Privada,-23.5505,-46.6333
7137022430,Manaus,B,1,B,1,Não,0,525,2,Pública,-3.119,-60.0217
3094102316,Rio de Janeiro,Q,5,G,4,Sim,1,814,10,Pública,-22.9068,-43.1729
9961125445,Manaus,C,2,D,2,Sim,1,772,5,Pública,-3.119,-60.0217
1224445865,Rio de Janeiro,C,2,F,3,Sim,1,648,6,Pública,-22.9068,-43.1729
3809658498,São Paulo,C,2,F,3,Sim,1,654,6,Pública,-23.5505,-46.6333
3613604735,Rio de Janeiro,A,0,A,0,Não,0,394,0,Pública,-22.9068,-43.1729
7030039067,São Paulo,C,2,D,2,Sim,1,596,5,Pública,-23.5505,-46.6333
3334478864,Rio de Janeiro,C,2,F,3,Sim,1,502,6,Pública,-22.9068,-43.1729
8147632661,Rio de Janeiro,C,2,D,2,Sim,1,654,5,Pública,-22.9068,-43.1729
4218149030,São Paulo,D,3,F,3,Sim,1,553,7,Privada,-23.5505,-46.6333
1864850879,Belo Horizonte,A,0,B,1,Sim,1,465,2,Pública,-19.9167,-43.9345
5372043406,Manaus,A,0,B,1,Sim,1,485,2,Pública,-3.119,-60.0217
3405964455,Belo Horizonte,E,4,F,3,Sim,1,709,8,Pública,-19.9167,-43.9345
5575018904,Rio de Janeiro,C,2,D,2,Sim,1,588,5,Pública,-22.9068,-43.1729
6892405926,Belo Horizonte,D,3,D,2,Sim,1,554,6,Pública,-19.9167,-43.9345
5142395698,Belo Horizonte,C,2,F,3,Sim,1,567,6,Pública,-19.9167,-43.9345
2341529159,Belo Horizonte,D,3,D,2,Sim,1,569,6,Pública,-19.9167,-43.9345
7217407291,São Paulo,B,1,B,1,Sim,1,538,3,Pública,-23.5505,-46.6333
5899318688,Fortaleza,A,0,B,1,Não,0,512,1,Pública,-3.7319,-38.5267
9451447149,Belo Horizonte,B,1,B,1,Sim,1,461,3,Pública,-19.9167,-43.9345
4114648221,São Paulo,C,2,D,2,Sim,1,722,5,Pública,-23.5505,-46.6333
3404132376,Manaus,B,1,B,1,Sim,1,419,3,Privada,-3.119,-60.0217
4517850995,Manaus,Q,5,F,3,Sim,1,774,9,Pública,-3.119,-60.0217
8823870894,Rio de Janeiro,B,1,B,1,Sim,1,353,3,Pública,-22.9068,-43.1729
6041267673,Rio de Janeiro,Q,5,G,4,Sim,1,816,10,Pública,-22.9068,-43.1729
6789364264,Manaus,B,1,B,1,Sim,1,397,3,Pública,-3.119,-60.0217
8464950032,Fortaleza,D,3,F,3,Sim,1,658,7,Pública,-3.7319,-38.5267
1542302931,Manaus,Q,5,F,3,Sim,1,690,9,Pública,-3.119,-60.0217
3814416531,Fortaleza,D,3,D,2,Sim,1,633,6,Pública,-3.7319,-38.5267
7496802712,Belo Horizonte,E,4,F,3,Sim,1,682,8,Pública,-19.9167,-43.9345
9175933411,Manaus,A,0,A,0,Sim,1,363,1,Pública,-3.119,-60.0217
8175740666,Belo Horizonte,A,0,A,0,Não,0,335,0,Pública,-19.9167,-43.9345
1180494616,Belo Horizonte,B,1,A,0,Sim,1,345,2,Pública,-19.9167,-43.9345
2255067730,Rio de Janeiro,Q,5,G,4,Sim,1,797,10,Pública,-22.9068,-43.1729
6233173623,Manaus,E,4,F,3,Sim,1,769,8,Pública,-3.119,-60.0217
5493066504,Manaus,D,3,D,2,Sim,1,608,6,Pública,-3.119,-60.0217
2288142778,São Paulo,E,4,F,3,Sim,1,705,8,Privada,-23.5505,-46.6333
2419091580,São Paulo,B,1,B,1,Sim,1,532,3,Pública,-23.5505,-46.6333
8970154033,Manaus,Q,5,G,4,Sim,1,747,10,Pública,-3.119,-60.0217
4167820788,Manaus,C,2,F,3,Sim,1,688,6,Pública,-3.119,-60.0217
7161542731,São Paulo,A,0,A,0,Não,0,500,0,Pública,-23.5505,-46.6333
3711445298,São Paulo,B,1,A,0,Não,0,574,1,Pública,-23.5505,-46.6333
8674034251,Fortaleza,A,0,B,1,Não,0,438,1,Pública,-3.7319,-38.5267
3174396160,Manaus,Q,5,G,4,Sim,1,680,10,Privada,-3.119,-60.0217
9467668416,São Paulo,A,0,B,1,Sim,1,336,2,Pública,-23.5505,-46.6333
3037053267,São Paulo,A,0,A,0,Não,0,466,0,Pública,-23.5505,-46.6333
7282901286,São Paulo,B,1,B,1,Não,0,343,2,Pública,-23.5505,-46.6333
6555492202,Manaus,D,3,F,3,Sim,1,563,7,Pública,-3.119,-60.0217
1127424038,São Paulo,A,0,A,0,Sim,1,528,1,Pública,-23.5505,-46.6333
2694691328,Manaus,D,3,D,2,Sim,1,728,6,Privada,-3.119,-60.0217
4085630041,Manaus,D,3,D,2,Sim,1,553,6,Pública,-3.119,-60.0217
9598970541,Belo Horizonte,Q,5,F,3,Sim,1,741,9,Privada,-19.9167,-43.9345
1519798418,Rio de Janeiro,B,1,B,1,Sim,1,410,3,Privada,-22.9068,-43.1729
5044681126,Belo Horizonte,C,2,D,2,Sim,1,752,5,Pública,-19.9167,-43.9345
5891415090,Rio de Janeiro,A,0,A,0,Não,0,374,0,Pública,-22.9068,-43.1729
7571263580,São Paulo,D,3,D,2,Sim,1,614,6,Pública,-23.5505,-46.6333
1362462518,Rio de Janeiro,B,1,B,1,Não,0,400,2,Pública,-22.9068,-43.1729
4131776278,Manaus,A,0,A,0,Sim,1,543,1,Pública,-3.119,-60.0217
4701155813,Belo Horizonte,C,2,D,2,Sim,1,583,5,Pública,-19.9167,-43.9345
2851067454,Rio de Janeiro,D,3,F,3,Sim,1,603,7,Pública,-22.9068,-43.1729
5065806894,Rio de Janeiro,A,0,A,0,Não,0,432,0,Pública,-22.9068,-43.1729
9897934814,Belo Horizonte,B,1,B,1,Não,0,494,2,Privada,-19.9167,-43.9345
8910141615,São Paulo,C,2,F,3,Sim,1,716,6,Pública,-23.5505,-46.6333
1603670380,Belo Horizonte,D,3,D,2,Sim,1,612,6,Privada,-19.9167,-43.9345
6993344562,Manaus,A,0,B,1,Não,0,493,1,Pública,-3.119,-60.0217
9160795108,Rio de Janeiro,A,0,A,0,Sim,1,426,1,Pública,-22.9068,-43.1729
1378823452,Belo Horizonte,A,0,B,1,Sim,1,545,2,Pública,-19.9167,-43.9345
2655761004,Manaus,D,3,F,3,Sim,1,608,7,Pública,-3.119,-60.0217
8846110561,Manaus,D,3,D,2,Sim,1,641,6,Privada,-3.119,-60.0217
4154988130,Manaus,A,0,A,0,Não,0,483,0,Pública,-3.119,-60.0217
3042454672,São Paulo,C,2,D,2,Sim,1,681,5,Privada,-23.5505,-46.6333
3573203297,Manaus,C,2,D,2,Sim,1,631,5,Pública,-3.119,-60.0217
4411108816,Belo Horizonte,B,1,A,0,Sim,1,601,2,Pública,-19.9167,-43.9345
5934041104,Belo Horizonte,D,3,F,3,Sim,1,611,7,Pública,-19.9167,-43.9345
7405592291,Belo Horizonte,D,3,F,3,Sim,1,662,7,Privada,-19.9167,-43.9345
2555929586,Fortaleza,B,1,A,0,Não,0,544,1,Privada,-3.7319,-38.5267
3046480546,Fortaleza,C,2,D,2,Sim,1,627,5,Pública,-3.7319,-38.5267
4835793247,São Paulo,A,0,A,0,Sim,1,397,1,Pública,-23.5505,-46.6333
6243061948,Fortaleza,C,2,D,2,Sim,1,523,5,Pública,-3.7319,-38.5267
7559386505,Rio de Janeiro,C,2,F,3,Sim,1,577,6,Pública,-22.9068,-43.1729
4407601373,Belo Horizonte,Q,5,F,3,Sim,1,670,9,Privada,-19.9167,-43.9345
1385740263,Fortaleza,Q,5,G,4,Sim,1,788,10,Privada,-3.7319,-38.5267
4290442878,São Paulo,A,0,B,1,Sim,1,501,2,Pública,-23.5505,-46.6333
4105903393,São Paulo,Q,5,F,3,Sim,1,716,9,Pública,-23.5505,-46.6333
3996840415,Fortaleza,A,0,B,1,Sim,1,400,2,Pública,-3.7319,-38.5267
5625087399,Rio de Janeiro,A,0,A,0,Sim,1,449,1,Pública,-22.9068,-43.1729
5949217911,Rio de Janeiro,A,0,B,1,Não,0,330,1,Privada,-22.9068,-43.1729
3750823656,Fortaleza,A,0,A,0,Sim,1,427,1,Pública,-3.7319,-38.5267
7244654153,São Paulo,A,0,A,0,Sim,1,349,1,Privada,-23.5505,-46.6333
6334055949,Rio de Janeiro,Q,5,G,4,Sim,1,604,10,Pública,-22.9068,-43.1729
4937590330,Manaus,Q,5,G,4,Sim,1,712,10,Privada,-3.119,-60.0217
5869755729,Rio de Janeiro,C,2,F,3,Sim,1,654,6,Pública,-22.9068,-43.1729
8657998172,São Paulo,C,2,D,2,Sim,1,674,5,Pública,-23.5505,-46.6333
1269249878,Rio de Janeiro,D,3,F,3,Sim,1,532,7,Privada,-22.9068,-43.1729
2547192896,Manaus,Q,5,F,3,Sim,1,925,9,Pública,-3.119,-60.0217
2814127698,Fortaleza,A,0,B,1,Não,0,441,1,Pública,-3.7319,-38.5267
2664938912,Belo Horizonte,C,2,F,3,Sim,1,670,6,Privada,-19.9167,-43.9345
5892465326,Belo Horizonte,D,3,D,2,Sim,1,651,6,Privada,-19.9167,-43.9345
2280124509,Manaus,B,1,B,1,Não,0,394,2,Pública,-3.119,-60.0217
5745114512,São Paulo,A,0,A,0,Sim,1,492,1,Pública,-23.5505,-46.6333
1224863099,Belo Horizonte,E,4,F,3,Sim,1,720,8,Pública,-19.9167,-43.9345
6205474831,São Paulo,A,0,A,0,Sim,1,534,1,Pública,-23.5505,-46.6333
2268310177,São Paulo,C,2,D,2,Sim,1,583,5,Pública,-23.5505,-46.6333
3930000411,São Paulo,A,0,B,1,Sim,1,387,2,Pública,-23.5505,-46.6333
1478941301,Belo Horizonte,A,0,A,0,Sim,1,511,1,Pública,-19.9167,-43.9345
5358074925,Rio de Janeiro,C,2,D,2,Sim,1,633,5,Pública,-22.9068,-43.1729
4161956738,Rio de Janeiro,B,1,B,1,Sim,1,445,3,Pública,-22.9068,-43.1729
2993273514,São Paulo,Q,5,G,4,Sim,1,842,10,Pública,-23.5505,-46.6333
5367756980,Belo Horizonte,A,0,B,1,Não,0,415,1,Pública,-19.9167,-43.9345
6075531172,Rio de Janeiro,D,3,D,2,Sim,1,688,6,Pública,-22.9068,-43.1729
3776519139,Rio de Janeiro,A,0,B,1,Sim,1,400,2,Pública,-22.9068,-43.1729
3349189279,Manaus,E,4,F,3,Sim,1,743,8,Pública,-3.119,-60.0217
1980263400,São Paulo,A,0,B,1,Não,0,479,1,Privada,-23.5505,-46.6333
7795534851,Manaus,B,1,A,0,Sim,1,502,2,Pública,-3.119,-60.0217
6136063979,Belo Horizonte,C,2,D,2,Sim,1,614,5,Pública,-19.9167,-43.9345
4483750068,Rio de Janeiro,E,4,G,4,Sim,1,802,9,Pública,-22.9068,-43.1729
6542674647,Belo Horizonte,C,2,D,2,Sim,1,614,5,Pública,-19.9167,-43.9345
5562128113,Belo Horizonte,C,2,D,2,Sim,1,645,5,Pública,-19.9167,-43.9345
7080136864,Belo Horizonte,C,2,F,3,Sim,1,625,6,Pública,-19.9167,-43.9345
8213914388,Rio de Janeiro,B,1,A,0,Não,0,468,1,Pública,-22.9068,-43.1729
9778483421,Rio de Janeiro,D,3,D,2,Sim,1,642,6,Pública,-22.9068,-43.1729
1588406480,Fortaleza,A,0,B,1,Não,0,425,1,Pública,-3.7319,-38.5267
7539258301,São Paulo,A,0,B,1,Sim,1,507,2,Privada,-23.5505,-46.6333
9903817526,São Paulo,A,0,A,0,Sim,1,394,1,Pública,-23.5505,-46.6333
9448426913,São Paulo,E,4,G,4,Sim,1,835,9,Pública,-23.5505,-46.6333
8046388544,Manaus,Q,5,G,4,Sim,1,848,10,Pública,-3.119,-60.0217
7885108779,Belo Horizonte,D,3,D,2,Sim,1,592,6,Privada,-19.9167,-43.9345
1953808599,São Paulo,Q,5,F,3,Sim,1,690,9,Pública,-23.5505,-46.6333
1508964873,Fortaleza,A,0,A,0,Sim,1,497,1,Pública,-3.7319,-38.5267
3068238662,Belo Horizonte,B,1,A,0,Sim,1,352,2,Privada,-19.9167,-43.9345
6828790989,Manaus,A,0,A,0,Sim,1,331,1,Privada,-3.119,-60.0217
9170043136,São Paulo,D,3,D,2,Sim,1,611,6,Privada,-23.5505,-46.6333
1752571792,Fortaleza,C,2,F,3,Sim,1,533,6,Pública,-3.7319,-38.5267
3219202658,Rio de Janeiro,C,2,D,2,Sim,1,684,5,Pública,-22.9068,-43.1729
4277525453,Manaus,A,0,A,0,Sim,1,422,1,Pública,-3.119,-60.0217
6174061683,Belo Horizonte,Q,5,F,3,Sim,1,677,9,Pública,-19.9167,-43.9345
5600589816,Fortaleza,D,3,F,3,Sim,1,546,7,Pública,-3.7319,-38.5267
9998184302,Fortaleza,A,0,A,0,Sim,1,494,1,Pública,-3.7319,-38.5267
9056856504,Manaus,C,2,F,3,Sim,1,642,6,Privada,-3.119,-60.0217
2682871134,São Paulo,D,3,F,3,Sim,1,637,7,Pública,-23.5505,-46.6333
5529620324,São Paulo,D,3,F,3,Sim,1,571,7,Pública,-23.5505,-46.6333
5338306132,São Paulo,E,4,F,3,Sim,1,647,8,Pública,-23.5505,-46.6333
4643959236,Fortaleza,B,1,B,1,Não,0,400,2,Pública,-3.7319,-38.5267
8808365412,Manaus,D,3,F,3,Sim,1,679,7,Pública,-3.119,-60.0217
3329895221,São Paulo,A,0,A,0,Sim,1,506,1,Pública,-23.5505,-46.6333
8341477065,Manaus,B,1,A,0,Sim,1,320,2,Pública,-3.119,-60.0217
1440302693,Rio de Janeiro,C,2,F,3,Sim,1,620,6,Pública,-22.9068,-43.1729
2927639934,São Paulo,C,2,D,2,Sim,1,652,5,Pública,-23.5505,-46.6333
8425917094,Fortaleza,E,4,F,3,Sim,1,801,8,Pública,-3.7319,-38.5267
9812823208,Manaus,E,4,G,4,Sim,1,685,9,Privada,-3.119,-60.0217
2339961168,Belo Horizonte,E,4,F,3,Sim,1,641,8,Pública,-19.9167,-43.9345
1108204882,Fortaleza,D,3,F,3,Sim,1,578,7,Pública,-3.7319,-38.5267
4509538642,Rio de Janeiro,D,3,D,2,Sim,1,633,6,Privada,-22.9068,-43.1729
3168080576,São Paulo,D,3,D,2,Sim,1,595,6,Pública,-23.5505,-46.6333
1675483283,Manaus,Q,5,F,3,Sim,1,574,9,Privada,-3.119,-60.0217
8184204658,Belo Horizonte,D,3,F,3,Sim,1,547,7,Pública,-19.9167,-43.9345
9642147537,Fortaleza,E,4,F,3,Sim,1,730,8,Privada,-3.7319,-38.5267
1085021707,Belo Horizonte,D,3,D,2,Sim,1,529,6,Pública,-19.9167,-43.9345
4146918456,Fortaleza,D,3,D,2,Sim,1,521,6,Privada,-3.7319,-38.5267
5655398961,Belo Horizonte,D,3,F,3,Sim,1,755,7,Pública,-19.9167,-43.9345
3756228236,Manaus,B,1,A,0,Não,0,407,1,Privada,-3.119,-60.0217
8649319126,Belo Horizonte,C,2,D,2,Sim,1,731,5,Pública,-19.9167,-43.9345
1049309063,Belo Horizonte,B,1,A,0,Sim,1,420,2,Pública,-19.9167,-43.9345
9463991301,Rio de Janeiro,D,3,D,2,Sim,1,641,6,Privada,-22.9068,-43.1729
1878065584,São Paulo,D,3,F,3,Sim,1,613,7,Pública,-23.5505,-46.6333
7369607000,Fortaleza,C,2,D,2,Sim,1,669,5,Pública,-3.7319,-38.5267
9920558886,Rio de Janeiro,D,3,D,2,Sim,1,719,6,Pública,-22.9068,-43.1729
8283394707,Fortaleza,B,1,B,1,Não,0,593,2,Pública,-3.7319,-38.5267
7230650952,Rio de Janeiro,B,1,B,1,Sim,1,567,3,Pública,-22.9068,-43.1729
9014819740,São Paulo,D,3,D,2,Sim,1,782,6,Pública,-23.5505,-46.6333
7980201315,Fortaleza,D,3,D,2,Sim,1,531,6,Privada,-3.7319,-38.5267
3503648323,Rio de Janeiro,A,0,B,1,Sim,1,465,2,Pública,-22.9068,-43.1729
3651064365,Fortaleza,Q,5,F,3,Sim,1,787,9,Pública,-3.7319,-38.5267
5732594832,Rio de Janeiro,D,3,F,3,Sim,1,745,7,Privada,-22.9068,-43.1729
3202143098,Rio de Janeiro,A,0,A,0,Sim,1,458,1,Privada,-22.9068,-43.1729
2039476905,São Paulo,C,2,F,3,Sim,1,533,6,Pública,-23.5505,-46.6333
1920868856,São Paulo,E,4,G,4,Sim,1,781,9,Pública,-23.5505,-46.6333
8442033602,Manaus,B,1,B,1,Não,0,496,2,Pública,-3.119,-60.0217
8485619008,Rio de Janeiro,A,0,B,1,Sim,1,352,2,Pública,-22.9068,-43.1729
7131047120,Fortaleza,C,2,F,3,Sim,1,622,6,Pública,-3.7319,-38.5267
3862437000,São Paulo,B,1,B,1,Sim,1,521,3,Pública,-23.5505,-46.6333
4752611385,Rio de Janeiro,C,2,F,3,Sim,1,676,6,Pública,-22.9068,-43.1729
9864839771,Rio de Janeiro,D,3,F,3,Sim,1,528,7,Pública,-22.9068,-43.1729
1863712460,Rio de Janeiro,Q,5,G,4,Sim,1,732,10,Privada,-22.9068,-43.1729
4283247926,Manaus,D,3,F,3,Sim,1,456,7,Privada,-3.119,-60.0217
4968665189,Fortaleza,D,3,D,2,Sim,1,587,6,Pública,-3.7319,-38.5267
9081799622,Manaus,D,3,D,2,Sim,1,587,6,Pública,-3.119,-60.0217
1034206848,Fortaleza,Q,5,F,3,Sim,1,643,9,Pública,-3.7319,-38.5267
9919082873,Rio de Janeiro,C,2,D,2,Sim,1,543,5,Privada,-22.9068,-43.1729
9219658783,Belo Horizonte,E,4,F,3,Sim,1,774,8,Pública,-19.9167,-43.9345
1440526036,Rio de Janeiro,B,1,A,0,Não,0,508,1,Pública,-22.9068,-43.1729
7535219624,Manaus,A,0,A,0,Sim,1,493,1,Privada,-3.119,-60.0217
1688764188,São Paulo,B,1,A,0,Sim,1,527,2,Privada,-23.5505,-46.6333
1709891472,Manaus,D,3,F,3,Sim,1,659,7,Privada,-3.119,-60.0217
7620132085,Manaus,D,3,F,3,Sim,1,642,7,Pública,-3.119,-60.0217
6816551049,São Paulo,B,1,A,0,Sim,1,549,2,Pública,-23.5505,-46.6333
6011930790,Rio de Janeiro,D,3,D,2,Sim,1,756,6,Pública,-22.9068,-43.1729
2785740462,Fortaleza,B,1,B,1,Sim,1,502,3,Privada,-3.7319,-38.5267
1874743708,Fortaleza,C,2,F,3,Sim,1,639,6,Privada,-3.7319,-38.5267
3287087535,Rio de Janeiro,A,0,B,1,Sim,1,470,2,Pública,-22.9068,-43.1729
7495213584,Manaus,A,0,A,0,Não,0,484,0,Pública,-3.119,-60.0217
5086412390,Manaus,A,0,A,0,Não,0,436,0,Pública,-3.119,-60.0217
3699071092,São Paulo,E,4,F,3,Sim,1,725,8,Privada,-23.5505,-46.6333
4140980533,Fortaleza,D,3,F,3,Sim,1,632,7,Privada,-3.7319,-38.5267
3083465714,São Paulo,D,3,F,3,Sim,1,750,7,Pública,-23.5505,-46.6333
7032576424,Belo Horizonte,A,0,A,0,Sim,1,452,1,Pública,-19.9167,-43.9345
9168057266,Manaus,C,2,F,3,Sim,1,691,6,Pública,-3.119,-60.0217
4191510887,Rio de Janeiro,B,1,B,1,Não,0,411,2,Privada,-22.9068,-43.1729
3401141370,Rio de Janeiro,D,3,D,2,Sim,1,626,6,Privada,-22.9068,-43.1729
6903348355,Rio de Janeiro,A,0,A,0,Não,0,600,0,Privada,-22.9068,-43.1729
8136879677,Rio de Janeiro,B,1,A,0,Não,0,437,1,Pública,-22.9068,-43.1729
3507030777,São Paulo,A,0,B,1,Não,0,556,1,Pública,-23.5505,-46.6333
8516097436,Rio de Janeiro,C,2,D,2,Sim,1,830,5,Pública,-22.9068,-43.1729
3326353652,Rio de Janeiro,E,4,F,3,Sim,1,647,8,Pública,-22.9068,-43.1729
2037237287,Rio de Janeiro,C,2,F,3,Sim,1,641,6,Privada,-22.9068,-43.1729
3511130329,Manaus,B,1,B,1,Sim,1,387,3,Privada,-3.119,-60.0217
2167999359,Rio de Janeiro,D,3,F,3,Sim,1,731,7,Privada,-22.9068,-43.1729
3270854109,São Paulo,B,1,A,0,Sim,1,394,2,Privada,-23.5505,-46.6333
8138102246,Rio de Janeiro,A,0,B,1,Sim,1,411,2,Pública,-22.9068,-43.1729
8673853911,Manaus,Q,5,G,4,Sim,1,750,10,Pública,-3.119,-60.0217
5439606341,Belo Horizonte,B,1,A,0,Sim,1,416,2,Privada,-19.9167,-43.9345
3706000699,Manaus,E,4,F,3,Sim,1,737,8,Privada,-3.119,-60.0217
2874407878,São Paulo,E,4,G,4,Sim,1,708,9,Pública,-23.5505,-46.6333
8330812796,Manaus,Q,5,G,4,Sim,1,790,10,Pública,-3.119,-60.0217
1558692208,Rio de Janeiro,A,0,A,0,Sim,1,508,1,Pública,-22.9068,-43.1729
9648769437,Fortaleza,A,0,A,0,Sim,1,546,1,Privada,-3.7319,-38.5267
4274064863,Fortaleza,A,0,B,1,Sim,1,355,2,Pública,-3.7319,-38.5267
2728015484,Belo Horizonte,A,0,B,1,Sim,1,590,2,Pública,-19.9167,-43.9345
8333214281,Manaus,C,2,D,2,Sim,1,750,5,Pública,-3.119,-60.0217
6890487265,Manaus,B,1,B,1,Sim,1,489,3,Pública,-3.119,-60.0217
8084586883,Fortaleza,C,2,F,3,Sim,1,441,6,Pública,-3.7319,-38.5267
5524095178,São Paulo,D,3,D,2,Sim,1,685,6,Pública,-23.5505,-46.6333
1299791541,Fortaleza,A,0,A,0,Sim,1,431,1,Pública,-3.7319,-38.5267
1770328206,Rio de Janeiro,C,2,F,3,Sim,1,504,6,Pública,-22.9068,-43.1729
8240028691,Rio de Janeiro,B,1,A,0,Sim,1,638,2,Pública,-22.9068,-43.1729
1660097996,Fortaleza,D,3,F,3,Sim,1,704,7,Pública,-3.7319,-38.5267
8312784019,Rio de Janeiro,Q,5,F,3,Sim,1,753,9,Privada,-22.9068,-43.1729
7858102506,Manaus,D,3,D,2,Sim,1,644,6,Pública,-3.119,-60.0217
8263699408,Fortaleza,D,3,F,3,Sim,1,582,7,Pública,-3.7319,-38.5267
5844452205,São Paulo,C,2,D,2,Sim,1,568,5,Privada,-23.5505,-46.6333
6609448348,Belo Horizonte,Q,5,G,4,Sim,1,714,10,Pública,-19.9167,-43.9345
6280085793,Fortaleza,D,3,F,3,Sim,1,555,7,Pública,-3.7319,-38.5267
4261136509,Rio de Janeiro,A,0,A,0,Sim,1,456,1,Pública,-22.9068,-43.1729
8003291839,São Paulo,Q,5,G,4,Sim,1,648,10,Pública,-23.5505,-46.6333
1268713951,Belo Horizonte,Q,5,F,3,Sim,1,669,9,Pública,-19.9167,-43.9345
8856844830,Belo Horizonte,B,1,B,1,Não,0,505,2,Pública,-19.9167,-43.9345
9943291536,Manaus,D,3,F,3,Sim,1,467,7,Pública,-3.119,-60.0217
4071702454,São Paulo,C,2,F,3,Sim,1,600,6,Pública,-23.5505,-46.6333
4703133582,São Paulo,A,0,B,1,Sim,1,409,2,Pública,-23.5505,-46.6333
4286338591,Rio de Janeiro,A,0,A,0,Sim,1,437,1,Pública,-22.9068,-43.1729
3115568062,Fortaleza,C,2,F,3,Sim,1,677,6,Pública,-3.7319,-38.5267
5824247183,Belo Horizonte,C,2,F,3,Sim,1,567,6,Pública,-19.9167,-43.9345
5086424400,São Paulo,D,3,D,2,Sim,1,452,6,Pública,-23.5505,-46.6333
9029896973,São Paulo,A,0,A,0,Sim,1,361,1,Privada,-23.5505,-46.6333
2196762845,São Paulo,C,2,F,3,Sim,1,662,6,Pública,-23.5505,-46.6333
7888487519,Fortaleza,A,0,B,1,Sim,1,371,2,Pública,-3.7319,-38.5267
4418477822,Fortaleza,Q,5,F,3,Sim,1,747,9,Pública,-3.7319,-38.5267
7528668372,Manaus,A,0,A,0,Não,0,431,0,Pública,-3.119,-60.0217
1996671824,Belo Horizonte,A,0,B,1,Sim,1,503,2,Pública,-19.9167,-43.9345
2262501783,Belo Horizonte,C,2,D,2,Sim,1,676,5,Privada,-19.9167,-43.9345
3010341286,Manaus,Q,5,G,4,Sim,1,727,10,Privada,-3.119,-60.0217
8560964853,Manaus,C,2,D,2,Sim,1,765,5,Pública,-3.119,-60.0217
7338030929,Manaus,C,2,F,3,Sim,1,497,6,Privada,-3.119,-60.0217
3192927655,Manaus,D,3,D,2,Sim,1,666,6,Pública,-3.119,-60.0217
4663529784,Belo Horizonte,C,2,D,2,Sim,1,519,5,Pública,-19.9167,-43.9345
1479288269,Belo Horizonte,E,4,F,3,Sim,1,747,8,Pública,-19.9167,-43.9345
1905299424,Fortaleza,Q,5,F,3,Sim,1,768,9,Privada,-3.7319,-38.5267
6866434901,Rio de Janeiro,C,2,F,3,Sim,1,617,6,Pública,-22.9068,-43.1729
5129578098,São Paulo,A,0,A,0,Não,0,563,0,Pública,-23.5505,-46.6333
3806260741,Rio de Janeiro,C,2,D,2,Sim,1,516,5,Pública,-22.9068,-43.1729
6486669017,Rio de Janeiro,C,2,D,2,Sim,1,701,5,Pública,-22.9068,-43.1729
2489863907,São Paulo,B,1,A,0,Não,0,372,1,Pública,-23.5505,-46.6333
5017875390,Fortaleza,Q,5,G,4,Sim,1,627,10,Pública,-3.7319,-38.5267
2030746478,Belo Horizonte,B,1,B,1,Sim,1,485,3,Pública,-19.9167,-43.9345
5316556183,Manaus,D,3,D,2,Sim,1,518,6,Pública,-3.119,-60.0217
9828758479,Rio de Janeiro,Q,5,G,4,Sim,1,714,10,Pública,-22.9068,-43.1729
8972028374,São Paulo,D,3,D,2,Sim,1,728,6,Pública,-23.5505,-46.6333
2890034933,Rio de Janeiro,E,4,G,4,Sim,1,689,9,Pública,-22.9068,-43.1729
4156482493,Rio de Janeiro,D,3,D,2,Sim,1,570,6,Pública,-22.9068,-43.1729
5883762029,Manaus,D,3,D,2,Sim,1,500,6,Privada,-3.119,-60.0217
9170801776,Manaus,D,3,D,2,Sim,1,768,6,Pública,-3.119,-60.0217
5749603476,Fortaleza,A,0,A,0,Sim,1,481,1,Pública,-3.7319,-38.5267
7772550892,Fortaleza,D,3,D,2,Sim,1,711,6,Pública,-3.7319,-38.5267
3512892773,Manaus,D,3,D,2,Sim,1,731,6,Pública,-3.119,-60.0217
